xc,yc,width_mid_x,width_mid_y,height_mid_x,height_mid_y,actual_TCP_speed_0,actual_TCP_speed_1,actual_TCP_speed_2,xc_velocity,yc_velocity,width_velocity,height_velocity
307,212,310,296,241,215,6.495517573407342e-06,-1.547923010948568e-05,-3.4852339274892805e-05,0.0,0.0,29.424025705133708,66.13799002013494
307,212,310,297,241,215,6.410915459130114e-06,-1.5277626358812154e-05,-3.440524609419546e-05,0.0,0.0,29.89741453602575,22.850882836423384
307,212,310,297,241,214,2.777073303968368e-06,-6.618155937300427e-06,-1.4902637902032396e-05,0.0,30.530229578838625,0.0,-43.018179640156426
307,213,310,297,241,215,3.6797150235003462e-06,-8.768384286909321e-06,-1.9742069315758264e-05,0.0,-31.084345564094807,32.25253495056928,0.0
307,212,310,297,241,215,2.751562047593531e-06,-6.557356980118959e-06,-1.4763445617761186e-05,0.0,0.0,-30.798794769254297,22.740841477771536
307,212,310,297,241,214,2.197330347316442e-06,-5.2365453826863375e-06,-1.1790262466942227e-05,0.0,0.0,0.0,-23.098179810317088
307,212,310,296,241,215,5.328139053391992e-06,1.0214684785667816e-06,-9.273527830882812e-32,0.0,0.0,28.850655046503782,3.481480574622948
307,212,310,297,241,215,-1.5987403464074234e-05,-3.0654256660360248e-06,0.0,0.0,30.79247056059675,30.772967252263697,-19.867610274972634
307,212,309,296,239,213,1.1635946517725166e-05,0.0013622871576229,0.0020131077713394,0.0,0.0,0.7927866329822446,-61.21096781785313
307,212,310,297,240,214,0.0015765904711888,0.0079225866269566,-0.0006551991691442,0.0,-31.28886766976753,0.0,0.0
307,211,310,296,240,213,0.0033734466314544,0.0278678912525149,0.0018849762280167,0.0,29.53568813024626,-29.522693185845036,-41.61683535662761
307,212,310,296,241,214,0.0001657732690988,0.0470834211059693,0.0003084608865911,30.269140560162246,-30.269140560162246,0.9904190121309422,-23.131151206643924
308,211,311,295,242,214,0.0010415312946843,0.0456295630907204,-0.0082480704458644,0.0,30.75205842027701,-61.46445808479101,-66.79062026542249
308,212,311,295,243,215,-0.0004971043795163,0.0467821623264592,-0.0052869559565221,0.0,0.0,-60.40021834210328,-65.59434237896711
308,212,311,294,243,215,-0.0014813486109877,0.0491186306883144,-0.0005063190476519,61.02714303382163,-61.02714303382163,-29.277219085634734,-26.231771667581608
310,210,314,292,245,213,-0.0016724307003197,0.0550453176162939,-0.0003952633958942,0.0,0.0,-28.00180628333775,-22.112420785220866
310,210,314,291,246,213,0.0023388212104889,0.0554070810515052,-0.0001933762888822,30.98628841607565,0.0,-1.4330086906610087,0.0
311,210,315,291,246,213,0.0022068220533125,0.0538818168735906,0.0061701900417974,30.50047994415202,0.0,-91.41453124018668,-65.93732039320996
312,210,315,290,247,213,0.0006179232175192,0.0513696467671754,-0.0021228853677172,0.0,30.42878699941969,-1.2428998493708945,-40.11678178171943
312,211,315,290,248,213,-0.0028534830916592,0.0496419638461034,0.0019025927530074,0.0,-60.92564240373029,1.244290016684949,-2.8359631965248817
312,209,316,289,248,212,-0.0009863014180868,0.0530225288925678,0.0027805944893466,0.0,0.0,-31.36321572952271,-19.90830094143269
312,209,316,288,249,212,-0.0020921070831808,0.0555297034000408,0.0003732844718734,0.0,0.0,0.0,-23.115210466212584
312,209,316,288,249,212,-0.0002439454911471,0.0531116584074093,0.0004596595547585,-30.39901431418743,0.0,57.43109341735028,122.17997988221641
311,209,312,289,246,210,0.0015233330882789,0.0505499176494694,0.00248133372661,30.554471746082708,0.0,0.28643418703913465,-23.47863691945742
312,209,313,289,247,210,0.0027269850078366,0.0475345710668884,0.0010929197759752,29.9110293383538,-29.9110293383538,-116.56799341536299,-139.45093000225467
313,208,316,286,250,211,-0.0004635721015853,0.0516058232090812,0.0007286474293633,0.0,0.0,30.922161057603308,22.330651375477583
313,208,317,286,250,210,-0.0004274788294428,0.0483824929761132,0.0068017906317075,-31.105323267231366,62.21064653446273,-2.375694628448484,26.663720080115837
312,208,313,288,247,209,0.0007859315267582,0.0009015113398404,-0.000401820534979,30.9282522453434,0.0,-30.927644396671415,-43.53529874571941
313,208,314,287,249,208,-0.0018813684205632,-0.0006274998307128,0.0041194655188288,-29.841228282368355,0.0,-29.84063437389342,-23.014214395059515
312,208,312,287,247,209,-0.0030019184136735,-0.0044693122567848,-0.0044770066311155,0.0,29.827222301237395,29.826628671513415,23.003412673042213
312,209,312,288,247,209,-0.0026035766049991,-0.0192716365063416,-0.0097463405335419,0.0,-61.74995583298993,123.78164132799492,130.38917543269062
312,208,312,288,246,209,-0.0059880419234707,-0.0501561543807909,0.0052610891748893,-29.02572264935683,29.02572264935683,0.2721028640057515,15.080180966357423
311,209,312,289,245,210,0.0013477033460949,-0.049209277149272,-0.0050431139138895,0.0,0.0,31.496965139871357,3.8000223347357514
311,209,312,290,246,210,0.0093579900651887,-0.0533708579327221,-0.0052690010044753,59.324955269057575,0.0,-115.61882150617662,-138.20910805731268
313,209,316,288,249,212,0.0017312598429752,-0.0543854534901273,-0.0006534085007351,0.0,29.986730725234544,0.0,19.87157841678946
313,210,316,288,249,212,-0.0027550284425068,-0.0537898535984047,-0.0030241897135887,-31.292369214240985,0.0,62.53965938194453,46.92815933591319
312,210,315,289,248,212,0.0012873095055706,-0.052649831890111,0.0013733706701786,-60.19380022962121,-30.096900114810605,147.90427693143576,198.7922866391442
310,209,312,291,243,211,0.00554261144103,-0.0531622397895887,-0.0035475592120726,57.238633959946924,28.619316979973462,-110.88225047167845,-170.1276241933237
312,210,315,290,247,213,0.0038450822038186,-0.0543070823774491,-0.006718402987754,0.0,32.08641436975502,30.761587287463954,48.23684843930612
312,211,315,291,247,213,-0.0001691043408134,-0.0534919189298559,-0.0064900721314381,-30.438503294725543,0.0,0.0,20.043861650954995
311,211,314,291,246,213,-0.0043559528452352,-0.0516569270185322,0.0046828882423517,0.0,-30.625864347622993,62.43006067977227,23.043721619004447
311,210,315,292,246,213,-0.0043180172610495,-0.0477504907960315,-0.0016555250510786,-29.99080463057641,29.99080463057641,-29.963017246195104,-22.565885657708517
310,211,314,292,245,214,-0.0011006772841301,-0.0472745710026611,0.0013852985789457,-59.11425249286499,29.557126246432496,116.96447383054439,92.69037244816822
308,212,311,295,243,215,0.0015247019651736,-0.0478090966303201,0.0057471751993145,-30.261278615903038,30.261278615903038,-30.241411268371852,-3.4470000068058604
307,213,310,295,242,215,0.0030888869780845,-0.0513818938511747,-0.0006504539619066,30.918904574103482,0.0,0.0,43.596275362918966
308,213,311,296,242,215,0.0007178783887218,-0.0546844352104339,0.0032291134622998,-30.789306006195638,-30.789306006195638,92.30799721545728,90.27030498169185
307,212,310,296,241,214,-0.0024949013955992,-0.0464500086094898,0.0032825886783187,-29.66142879368631,0.0,58.326376058182944,3.586265446427285
306,212,309,297,240,215,-0.0019550143422159,-0.0487175831564403,0.0011018881697716,0.0,0.0,30.448625009333583,42.91045703783602
306,212,309,297,239,214,-0.0012230507617821,-0.0510862753852382,0.0013464351641938,0.0,0.0,30.144683424252918,65.62334292442904
306,212,308,298,238,214,-0.0013159049520818,-0.0462244318540163,0.0023488766462271,29.867578152816368,-29.867578152816368,148.51751498370186,195.18825708899104
307,211,309,299,238,212,-0.0005485525879935,-0.0475230880382142,0.0058026205436192,0.0,0.0,-31.326171175738093,-24.179755910138457
307,211,309,299,238,213,0.0032414546871437,-0.0544502640930509,0.000488981688874,0.0,0.0,29.925759130114493,65.23137488756089
307,211,309,300,237,212,-0.0002074882850915,-0.0458800493244465,0.0056984459068157,0.0,0.0,-0.5951202413809523,0.0
307,211,308,300,236,212,-0.0005535012645475,-0.0484057509477076,0.0045510945141519,-30.34754610770649,0.0,30.93981623646928,19.322577174386
306,211,308,300,236,213,-0.0010167691035461,-0.0478197420663062,-0.0002198078217921,0.0,30.48252505505216,29.878963500301897,4.156685807245296
306,212,307,301,235,213,-0.0004671837722838,-0.0493381017018727,-0.0026440862717571,0.0,0.0,30.777847837705664,61.66602649142281
306,212,308,302,235,214,5.258123483128907e-05,-0.0509992589363303,-0.0059859918699787,-30.351718648237952,30.351718648237952,-1.0115678651666362,4.2317769565383205
305,213,306,303,234,214,-0.0002229940979887,-0.0470448354234296,-0.0023958851405481,-90.29070034443183,60.19380022962121,-88.5000365852293,-57.65928928489569
302,215,304,304,230,217,0.0044039646563159,-0.0551516501384877,-0.0057897126800166,90.04645837209647,-60.03097224806431,178.3016300383391,146.355526679559
305,213,306,305,233,214,0.0006864315129521,-0.0482900270536908,0.0007073898506818,-93.76238450074543,62.50825633383028,-59.742529354674794,-16.684821377704868
302,215,305,306,230,217,-0.0014723205724539,-0.0504087372680514,-0.000629594942063,-29.579012693935173,0.0,-0.8983916838448223,41.69003016607305
301,215,304,306,228,217,-0.0010205902967658,-0.0473561945790431,0.0002180384315312,0.0,30.560037304733083,29.793076136946638,23.331569887920953
301,216,303,307,228,218,-0.0006083686589423,-0.0478824336526671,-0.0045749639386215,-29.956746564580243,0.0,-30.942363988627662,38.780452336655785
300,216,301,307,225,217,-0.000376061630622,-0.0517040047406237,-0.0035106572534397,0.0,30.711752214981413,61.168069674705805,70.28248080376487
300,217,301,308,224,217,-0.0015535485889326,-0.0471631565795911,0.0003837150721916,0.0,0.0,30.36137450493761,23.267001934786215
300,217,301,309,224,218,0.0037129061317893,-0.0535628572652771,-0.001421297164287,0.0,0.0,90.95576197128834,50.791236154846494
300,217,300,310,224,217,0.0001974048789362,-0.047767985949793,-0.0032084504370434,-30.336571217786933,30.336571217786933,30.255457970890838,66.1925275410842
299,218,299,312,223,218,0.0024671378598938,-0.0536662760473282,-0.0032614133089225,0.0,-30.075534744978818,60.23021508592738,46.751953719183
299,217,300,313,223,218,0.0010929018550844,-0.0482278222433381,-0.0023947129443683,0.0,30.337668349559525,30.257832933091688,23.65333513633736
299,218,299,314,223,218,0.00218966048558,-0.0560454817217815,-0.0019954797082529,0.0,0.0,61.85452965235046,43.41859261643144
299,218,299,314,222,218,-0.0016671641515662,-0.0481851829800664,0.0025320349725163,-29.995308656101688,0.0,29.994908107147943,65.57825102307523
298,218,299,315,221,218,0.001067501331124,-0.0544088442804382,0.0005380338947758,0.0,30.077691485776242,30.308653208356187,18.81148286107338
298,219,299,316,221,219,-0.0006275286105219,-0.0486370141404959,-0.0005602498407165,-30.27678803453359,-90.83036410360077,154.78118855619172,177.24747978058153
297,216,300,316,218,219,0.0020008310617417,-0.0534757232742763,0.0013853290945346,-28.99782912293801,0.0,31.286602778057187,34.29045184151353
296,216,301,316,217,219,0.0024631550258824,-0.0486141248021543,-0.0003907543580983,0.0,95.5349783615519,-69.78325896861567,-64.94931739517844
296,219,297,318,218,219,0.0017711183025578,-0.0505279510297696,-0.0003421381104112,0.0,0.0,30.361384869981723,0.0
296,219,297,319,217,220,-0.0008763042400162,-0.0474160113246605,-0.0026835916405108,-60.60957775786837,-90.91436663680255,65.33269390242828,144.24162361686635
294,216,299,317,214,220,-0.002630955889236,-0.0496298251091815,-0.0005295328860506,29.871619744891863,89.61485923467559,-4.064863491593742,-62.606747812349504
295,219,297,320,216,221,-0.0036978521467688,-0.0469390749186519,0.0032357063530066,0.0,0.0,-0.37671148686943223,42.82654613040778
295,219,296,320,215,220,0.0031566321115073,-0.0520891569570726,-0.0007264985815314,0.0,0.0,0.9103853263728131,-4.278214359942091
